75	1110001
19	1001
1A	11
C	0
6A	0
23	0
1B	10000
1C	1000
1D	1001000
1E	11
1F	11001
20	0
72	0
43	0
3B	1
41	0
38	1000000
39	0
3A	1
69	11000000
6B	100000
6C	111
37	10000010
77	11100110
24	1000000
6D	0
6E	0
70	0
49	1
25	10001100
26	10
27	10001000
28	1100
29	1010
2A	10000001
34	0
63	0
64	10001
67	11
68	0
