-151	371	-20434	-151	371	-30434	-5182	-6097	-2134	0
58	14	-10283	6098	-6673	-5948	-10060	-12195	-3658	0
-73	87	-10214	5805	-6398	-5381	-2743	-3048	-1219	0
-24	136	-10053	5702	-6171	-4818	0	0	-609	0
-29	83	-10190	5531	-6027	-4556	-304	0	-914	0
-53	63	-10292	5334	-5843	-4287	-609	0	-914	0
-97	43	-10151	5109	-5648	-3788	-609	0	-609	0
29	14	-10239	5040	-5455	-3534	0	-914	304	0
24	97	-10249	4823	-5137	-3209	0	0	-304	0
-19	97	-10141	4567	-4902	-2796	-304	-609	0	0
107	83	-10224	4470	-4677	-2588	-304	-609	304	0
-39	63	-10253	4098	-4448	-2346	304	304	0	0
63	53	-10209	3967	-4207	-2049	304	-609	-304	0
14	68	-10244	3675	-3931	-1841	609	-914	-304	0
63	151	-10166	3481	-3598	-1549	609	-304	0	0
43	146	-10180	3221	-3355	-1369	0	-609	304	0
4	122	-10166	2945	-3131	-1178	-304	-914	0	0
-19	14	-10263	2690	-2988	-1118	0	-1219	609	0
-39	53	-10390	2438	-2699	-1101	-304	-304	-304	0
19	53	-10131	2274	-2464	-720	0	304	0	0
9	117	-10200	2052	-2181	-684	-1219	-609	304	0
-63	78	-10141	1783	-2007	-537	-914	-304	0	0
87	43	-10410	1739	-1840	-729	0	-914	0	0
53	24	-10102	1522	-1665	-356	-609	-304	-609	0
4	146	-10273	1314	-1379	-477	-304	-304	304	0
43	83	-10258	1207	-1288	-421	-609	-609	0	0
19	14	-10180	1054	-1210	-310	-304	-609	609	0
-43	48	-10332	883	-1047	-435	-304	-304	0	0
9	78	-10170	834	-904	-253	-304	-304	-609	0
-29	131	-10322	712	-758	-389	0	0	-304	0
24	48	-10346	689	-752	-401	-304	0	-609	0
-24	68	-10131	576	-654	-176	0	-914	0	0
-78	102	-10102	470	-551	-139	-304	0	-304	0
19	63	-10136	517	-531	-166	304	304	304	0
39	48	-10268	491	-492	-293	0	304	304	0
39	24	-10117	453	-468	-137	0	0	304	0
4	29	-9990	388	-420	-7	-304	304	0	0
53	73	-10087	416	-349	-103	-304	-914	304	0
-58	43	-10141	288	-346	-155	304	-304	304	0
-19	73	-10156	311	-293	-168	609	609	-304	0
43	4	-10224	351	-330	-234	304	-304	0	0
19	97	-10170	304	-219	-179	304	-609	304	0
0	68	-10058	264	-228	-66	0	0	609	0
-48	87	-9975	207	-194	17	0	304	0	0
-29	63	-10019	226	-208	-26	0	0	0	0
-34	102	-10200	218	-162	-206	304	-304	-609	0
-29	48	-10214	216	-201	-221	609	-304	0	0
-4	34	-10141	231	-202	-147	-304	609	-304	0
24	97	-10156	251	-134	-161	304	304	-304	0
102	112	-10126	311	-118	-131	304	-304	-609	0
-48	151	-10166	165	-83	-171	304	0	0	0
4	58	-9951	210	-165	44	0	0	0	0
-19	48	-10117	175	-161	-121	-304	-304	-609	0
48	9	-10195	224	-182	-198	304	-304	-304	0
-43	78	-10161	136	-111	-164	-304	304	304	0
24	58	-10117	196	-125	-120	-914	609	-609	0
29	43	-10253	191	-131	-256	-304	0	-304	0
-39	78	-10141	123	-94	-144	0	0	304	0
-14	92	-10034	145	-78	-36	0	-304	0	0
78	68	-10024	225	-99	-26	304	-304	0	0
-24	92	-10112	126	-76	-114	0	0	0	0
19	-39	-10126	160	-189	-129	-304	0	304	0
19	-4	-10214	150	-142	-216	-304	-609	-304	0
63	68	-10004	190	-71	-6	-304	-914	-304	0
-63	112	-10053	72	-33	-55	304	-609	0	0
-24	68	-10244	106	-72	-245	609	0	-304	0
-14	63	-10156	115	-75	-158	0	-304	0	0
39	117	-10239	165	-28	-241	-304	-609	-304	0
73	58	-10136	188	-83	-138	-304	0	-304	0
19	63	-10083	131	-76	-84	0	-914	-609	0
19	136	-10146	125	-8	-148	304	0	-609	0
-34	24	-10244	70	-109	-245	0	0	-304	0
-58	117	-10131	51	-20	-133	-304	-1524	0	0
14	131	-10180	120	-10	-182	0	-914	-304	0
14	43	-10209	113	-91	-211	0	304	0	0
19	63	-10253	113	-67	-255	-304	-304	609	0
-68	73	-10102	37	-59	-103	-609	-609	304	0
53	92	-10268	148	-39	-269	-304	-304	304	0
-24	78	-10019	73	-53	-20	304	-609	304	0
43	136	-10126	137	-2	-128	0	-304	0	0
-29	146	-10195	67	0	-196	-609	-304	0	0
14	83	-10136	100	-56	-138	-609	-304	304	0
34	68	-10161	116	-68	-162	-304	-1219	304	0
48	92	-10209	129	-45	-211	609	-914	0	0
-48	92	-10180	33	-43	-181	-304	-914	304	1
-14	87	-10278	72	-48	-279	914	-609	-304	1
-63	48	-10249	32	-82	-250	0	-914	-304	1
0	34	-10156	96	-92	-157	0	0	0	1
0	170	-10048	94	33	-50	304	-304	609	1
-102	4	-10146	-10	-114	-147	-304	-304	0	1
-29	131	-10126	60	7	-128	-304	-304	0	1
19	122	-10126	106	-7	-128	0	0	304	1
-4	63	-10053	73	-58	-54	0	-609	0	1
34	83	-10043	103	-36	-44	0	0	-304	1
122	117	-10126	172	-4	-127	0	0	-304	1
92	63	-10004	133	-54	-5	0	0	-304	1
-24	24	-10166	14	-82	-166	0	-1219	-304	1
-29	48	-10170	14	-54	-171	609	-304	-304	1
43	97	-10229	83	-7	-230	0	-304	-304	1
-4	92	-10283	44	-18	-283	-609	-914	-304	1
-14	83	-10185	36	-27	-186	304	0	-304	1
-29	43	-10063	27	-62	-64	-609	-609	0	1
34	4	-10292	92	-95	-293	-609	-914	-609	1
-43	24	-10136	17	-69	-137	914	-914	-914	1
0	146	-10058	57	44	-59	304	-304	-609	1
-43	166	-10122	18	53	-122	-304	-609	304	1
4	92	-10175	70	-23	-176	-304	-304	-304	1
19	156	-10117	77	34	-118	-609	-304	-304	1
-73	117	-9990	-7	-7	8	0	-609	-609	1
4	97	-10126	62	-23	-127	-609	-609	0	1
58	14	-10092	110	-97	-93	-304	-609	-304	1
-63	48	-10161	-15	-53	-161	-609	0	0	1
-14	73	-10136	33	-27	-137	0	-609	0	1
9	43	-10180	56	-52	-181	0	-609	-304	1
-87	63	-10151	-37	-28	-151	-304	-609	0	1
24	24	-10180	71	-61	-181	609	-914	-609	1
-29	14	-10122	15	-63	-122	-914	-304	304	1
0	34	-10092	38	-38	-93	0	-304	-609	1
-34	43	-9985	8	-27	14	304	0	0	1
0	107	-10244	38	31	-244	-914	-609	0	1
9	131	-10200	45	48	-200	304	-304	0	1
-53	19	-10141	-21	-53	-141	-304	-304	-609	1
19	78	-10224	48	3	-224	-304	0	609	1
-112	24	-10107	-77	-42	-107	-609	-304	304	1
-14	73	-10048	18	5	-49	-609	-914	-304	1
73	97	-10029	99	22	-29	-304	0	0	1
-4	43	-10136	20	-27	-137	-304	-1524	609	1
-48	53	-10253	-21	-15	-254	-304	-1219	304	1
0	87	-10112	27	14	-112	0	-304	0	1
9	151	-10146	34	68	-146	609	-304	-609	1
-34	63	-10209	-3	-19	-210	-609	-609	-609	1
-24	19	-10117	11	-58	-117	304	-304	304	1
4	141	-10200	35	56	-200	304	-304	0	1
19	83	-10112	42	0	-112	-304	-1219	-609	1
0	19	-10175	20	-56	-176	0	-609	-609	1
-102	63	-10219	-72	-10	-220	0	-914	-304	1
19	68	-10146	44	-5	-146	-609	-304	-304	1
-63	156	-10122	-33	72	-122	-609	0	-304	1
102	63	-10229	112	-15	-229	0	-304	-609	1
73	48	-10161	76	-27	-161	304	0	0	1
4	68	-10288	7	-7	-288	1219	0	609	1
-92	63	-10063	-74	-12	-63	-609	0	609	1
9	87	-10029	28	8	-29	-609	-609	304	1
-34	97	-10175	-11	15	-176	0	-304	609	1
-97	83	-9960	-61	-2	38	-609	-914	304	1
78	9	-10068	102	-67	-68	-609	-914	0	1
-19	9	-10209	4	-59	-210	-609	-914	-304	1
19	63	-10175	38	-5	-176	-304	-914	-914	1
-58	78	-10087	-30	6	-88	609	-914	-609	0
39	58	-10156	56	-9	-156	914	-609	-304	0
34	48	-10136	45	-16	-136	304	-304	304	0
-53	43	-10151	-37	-18	-151	304	-304	304	0
24	68	-10151	36	4	-151	609	-609	-304	0
48	83	-10180	59	14	-180	304	0	304	0
92	34	-10112	89	-29	-112	304	-304	304	0
19	43	-10107	24	-21	-107	304	-304	-609	0
-19	34	-10102	-14	-26	-102	0	-609	-304	0
-107	83	-10068	-91	19	-68	304	-609	-304	0
-24	102	-10102	-11	37	-102	304	-609	-609	0
-78	43	-10039	-55	-19	-39	609	-1219	-304	0
-29	24	-10122	5	-39	-122	-304	-914	-914	0
-53	53	-10190	-14	-10	-190	-609	-609	-304	0
-4	63	-10131	23	3	-132	0	-304	914	0
48	53	-10068	70	-6	-68	0	-304	609	0
-29	63	-10166	-4	1	-166	304	0	-304	0
39	92	-10156	55	27	-156	0	-304	0	0
9	151	-10180	22	77	-180	0	-914	304	0
-63	24	-10234	-40	-46	-234	0	-609	-304	0
-19	63	-9985	2	-6	14	-609	0	-304	0
24	-14	-10195	42	-74	-195	304	0	304	0
-14	195	-10141	3	119	-141	0	-304	0	0
-24	78	-10112	-8	3	-112	-609	-914	-609	0
39	78	-10068	53	0	-68	-304	-914	609	0
-63	48	-10063	-39	-27	-63	-304	-914	304	0
58	14	-10087	76	-55	-88	914	-304	0	0
34	73	-10209	44	3	-210	0	0	304	0
-14	102	-10092	-2	28	-93	-304	-304	-304	0
-19	97	-10058	-3	19	-58	-304	-1219	-304	0
-43	102	-10092	-28	23	-93	609	-609	304	0
9	4	-10126	18	-63	-127	304	-1219	0	0
4	102	-10141	17	27	-141	304	0	304	0
19	141	-10244	29	58	-244	-304	-304	-609	0
-87	68	-9980	-67	-13	19	0	-914	0	0
29	83	-10185	42	2	-185	0	-304	0	0
-58	53	-10117	-42	-22	-117	-304	-914	-304	0
87	68	-10214	96	-9	-215	0	-914	304	0
-34	141	-10234	-29	60	-234	0	-304	-304	0
-4	24	-10166	10	-54	-166	0	-609	0	0
73	83	-10151	81	1	-151	304	304	-304	0
4	34	-10078	7	-38	-78	304	0	304	0
-4	29	-9965	0	-39	33	304	-609	-609	0
24	73	-10053	20	6	-53	0	-609	-609	0
19	136	-10185	13	62	-185	-304	-304	609	0
-14	63	-10029	-11	-13	-29	-304	0	304	0
4	92	-10073	3	16	-73	-304	0	-304	0
24	78	-10083	20	1	-83	0	-304	-304	0
48	92	-10190	40	13	-190	0	0	0	0
9	-29	-10039	1	-95	-39	304	304	0	0
4	68	-10136	-1	1	-136	304	-304	304	0
4	83	-10136	2	12	-136	0	-304	609	0
-73	87	-10146	-64	14	-146	-304	0	-304	0
-92	117	-10102	-78	40	-102	0	-914	-304	0
-4	102	-10209	9	22	-210	0	-609	0	0
58	73	-10112	65	-6	-112	304	-609	304	0
-126	63	-10175	-102	-15	-176	609	0	0	0
-73	122	-10190	-39	36	-190	-914	-304	0	0
43	68	-10112	69	-15	-112	0	-609	304	0
19	58	-10058	34	-19	-58	304	-914	0	0
-29	161	-10151	-18	76	-151	304	-304	0	0
63	68	-10175	67	-15	-176	-609	-914	-304	0
-19	0	-10180	-18	-70	-180	-304	-914	0	0
19	122	-10092	18	45	-93	0	-609	304	0
-58	83	-10083	-55	7	-83	0	-914	609	0
-43	73	-10102	-32	-3	-102	0	-914	304	0
19	9	-10175	29	-60	-176	-304	-914	304	0
-4	87	-10175	2	17	-176	-914	-609	0	0
-4	92	-10249	6	17	-249	-609	0	304	0
48	112	-10190	59	29	-190	304	609	304	0
43	87	-10058	51	2	-58	-609	0	304	0
-48	87	-10136	-37	2	-137	0	-609	-304	0
-14	34	-10214	2	-47	-215	-914	-609	-609	0
83	58	-10161	89	-20	-161	304	-609	-609	0
43	58	-9985	45	-19	14	304	0	-304	0
4	63	-10156	9	-14	-156	-609	-609	-304	0
-58	73	-10068	-44	-5	-68	304	-1219	304	0
0	43	-10219	6	-27	-219	-304	-609	-304	0
4	19	-10151	14	-47	-151	-609	0	304	0
48	43	-10117	49	-19	-117	-914	-914	304	0
53	53	-10141	49	-9	-141	-1219	-609	-609	0
-24	166	-10068	-30	93	-68	-304	-304	304	0
24	68	-10249	17	-3	-249	304	-914	-609	0
39	87	-10156	29	13	-156	-609	-609	-304	0
0	53	-10146	-9	-17	-146	-304	-609	-609	0
83	19	-10043	69	-47	-44	0	-304	609	0
73	122	-10185	49	49	-185	0	0	0	0
24	-24	-10102	0	-84	-102	-304	0	0	0
-14	97	-10102	-35	33	-102	-304	-914	-304	0
14	83	-10249	-2	15	-249	-609	-609	-304	0
-19	141	-9990	-34	66	9	609	-1219	-304	0
-14	83	-10141	-24	6	-141	304	-1219	304	0
