-24	58	-9941	-31	-15	58	-304	0	-609	0
-24	53	-10087	-23	-19	-88	-304	-914	-304	0
-4	14	-10112	-5	-50	-112	0	-914	609	0
9	117	-10239	11	44	-239	-304	-304	304	0
0	9	-10214	9	-59	-215	0	0	304	0
0	63	-10151	8	-4	-151	304	-304	304	0
-43	34	-10219	-32	-29	-219	-609	-609	-609	0
34	53	-10141	37	-7	-141	-304	-304	-304	0
-43	83	-10175	-34	19	-175	0	-304	0	0
-78	58	-10034	-65	-2	-34	0	-609	0	0
-58	122	-10146	-41	54	-146	-304	-304	-304	0
58	87	-10288	71	15	-288	-304	-1219	0	1
0	58	-10029	11	-11	-29	0	-609	0	1
-19	112	-10058	-5	36	-58	-304	-609	0	1
4	43	-10239	22	-31	-239	0	-609	-304	1
-14	97	-10112	5	18	-112	0	-304	0	1
-14	-43	-10102	16	-113	-102	-304	-304	0	1
14	-4	-10117	38	-64	-117	-304	-609	0	1
19	102	-10102	33	40	-102	-609	-609	-304	1
-14	83	-10087	1	16	-88	-304	-609	-304	1
-43	68	-9960	-30	5	38	304	-304	304	1
39	83	-10229	49	16	-229	-304	-304	914	1
-78	112	-10083	-61	40	-83	304	-609	609	1
34	141	-10146	42	62	-146	-304	-914	0	1
-29	19	-10122	-24	-48	-122	0	-304	304	1
83	107	-10126	75	35	-127	-304	-304	-1219	1
24	63	-10219	10	-4	-219	609	-609	-914	1
48	122	-10161	29	48	-161	609	0	609	1
34	53	-10107	14	-17	-107	0	-304	-304	1
-34	19	-10136	-53	-42	-136	-304	-609	304	1
-43	156	-10112	-49	79	-112	-304	-914	0	1
-78	14	-10141	-72	-55	-141	0	-304	-609	1
-34	87	-10249	-29	18	-249	-304	-914	-609	1
-14	58	-10166	-7	-9	-166	0	-1219	-609	1
9	34	-10224	14	-29	-224	-304	-609	-304	1
-24	43	-10073	-11	-20	-73	0	-304	304	1
14	43	-10039	22	-17	-39	-304	0	304	1
-97	97	-10048	-79	32	-49	304	0	0	1
83	58	-9951	92	-7	48	914	-914	-304	1
39	68	-10112	46	0	-112	609	-609	0	1
53	58	-10151	57	-9	-151	1219	-304	304	1
-34	102	-10302	-33	34	-302	0	0	-304	1
-4	63	-10136	-6	-2	-136	304	-1219	0	1
-43	63	-10102	-30	-6	-102	609	-914	609	1
-19	156	-10375	-4	75	-376	609	-914	-609	1
4	83	-10151	15	3	-151	304	-304	0	1
0	48	-10224	11	-27	-224	304	-304	-609	1
-34	107	-10048	-19	26	-49	-304	-914	-914	1
4	122	-10185	20	35	-185	304	-609	0	1
-19	58	-10258	-5	-23	-259	0	-609	0	1
-112	58	-10234	-88	-19	-234	0	0	-304	1
-39	68	-10092	-18	-5	-93	-304	-304	-609	1
29	29	-10166	42	-38	-166	-304	-914	0	1
24	48	-10229	31	-15	-229	-609	-609	-609	1
43	29	-10170	44	-30	-171	304	-1219	0	1
24	136	-10161	22	67	-161	-609	-609	609	1
34	29	-10200	27	-34	-200	0	-304	304	1
9	53	-10234	0	-7	-234	0	-304	-304	1
9	58	-10122	-3	0	-122	-304	-304	0	1
48	122	-10161	34	54	-161	0	-304	304	1
24	43	-10200	6	-19	-200	304	-609	-304	1
-87	19	-10112	-20	77	-112	914	-609	0	1
34	34	-10004	96	84	-5	304	-304	0	1
9	83	-9926	70	113	73	304	-304	609	1
19	63	-10200	72	81	-200	609	304	-609	1
48	87	-10229	92	92	-229	304	304	0	1
4	24	-10078	44	23	-78	-609	304	-609	1
39	53	-10107	75	43	-107	-1219	-609	-609	1
-48	97	-10156	-5	74	-156	-914	-609	304	1
53	9	-10141	85	-12	-141	0	-304	609	1
29	43	-9990	54	19	9	0	-914	0	1
-48	112	-10219	-20	76	-219	-304	-304	914	1
-48	43	-10175	-19	8	-175	-304	-304	0	1
-53	43	-10244	-18	5	-244	304	-304	-304	1
34	83	-10156	66	36	-156	304	-1219	0	1
29	73	-10043	56	23	-44	304	-914	0	1
-4	131	-10263	18	72	-263	-304	-609	-304	1
-4	29	-10146	16	-26	-146	-304	-609	0	1
9	112	-10185	24	51	-185	-609	0	0	1
14	131	-10073	25	62	-73	0	-609	-304	1
-39	102	-10292	-19	26	-293	0	-609	-304	0
34	43	-10131	53	-30	-132	-304	-609	304	0
-4	185	-10083	18	94	-83	-914	-914	0	0
-68	131	-10063	-44	38	-63	-609	-1524	-304	0
29	92	-10131	49	-1	-132	-914	-304	0	0
-68	97	-10249	-44	3	-249	0	-609	304	0
-34	156	-10083	-10	55	-83	-914	-914	-304	0
-63	73	-10288	-35	-23	-288	-304	-914	609	0
19	43	-10024	42	-46	-24	0	-304	609	0
9	68	-10087	27	-19	-88	-304	304	609	0
-112	73	-10141	-80	-13	-142	304	-609	-304	0
-19	34	-10185	14	-48	-185	0	-304	-609	0
58	43	-10024	85	-35	-24	-304	-609	0	0
29	161	-10170	48	72	-171	304	-914	-304	0
-34	83	-10102	-10	-5	-102	304	-304	304	0
-43	63	-10126	-19	-21	-127	-304	0	-914	0
48	175	-10161	62	80	-161	0	-609	-1219	0
9	14	-10224	26	-73	-225	304	0	-609	0
-63	68	-10200	-35	-19	-200	609	-609	304	0
-53	34	-10141	-24	-46	-141	-304	-609	0	0
0	78	-10073	25	-2	-73	-304	-914	-304	0
-78	122	-10112	-43	35	-112	-609	-914	609	0
-14	92	-10102	20	4	-102	-304	-1219	-304	0
-4	48	-10161	24	-33	-161	0	0	-304	0
58	0	-9990	78	-73	9	-304	-609	304	0
14	43	-10151	31	-26	-151	0	-304	-609	0
-19	92	-10112	-4	21	-112	-304	-304	-304	0
-53	68	-10131	-42	1	-132	-304	-914	304	0
-39	87	-10258	-18	15	-259	-304	-304	0	0
39	-68	-10161	48	-121	-161	304	609	609	0
-34	122	-10190	-19	59	-190	304	0	304	0
-58	58	-10253	-38	-3	-254	-304	-914	0	0
-68	107	-10014	-47	42	-14	304	-914	0	0
-29	14	-10190	-10	-42	-190	-304	-609	-304	0
-4	117	-10078	10	54	-78	0	304	0	0
14	14	-10224	28	-43	-224	-914	-609	1219	0
-43	68	-10122	-28	9	-122	-609	-304	0	0
78	92	-10302	81	31	-302	304	-914	0	0
-19	73	-10175	-13	10	-175	304	-914	0	0
24	68	-10161	32	1	-161	609	-609	304	0
43	34	-10190	46	-28	-190	0	-304	-609	0
0	136	-10151	4	63	-151	-609	-609	-304	0
102	63	-10043	91	-6	-44	0	-609	-609	0
0	112	-10151	-6	35	-151	0	-609	0	0
4	-43	-10185	-1	-106	-185	-304	-304	304	0
-48	63	-10263	-48	0	-263	0	-304	-304	0
19	78	-10185	18	13	-185	0	-609	-914	0
-24	58	-10058	-28	-2	-58	-304	-609	0	0
14	53	-10058	12	-7	-58	-304	-609	609	0
24	34	-10180	24	-25	-180	0	-1219	-304	0
14	-53	-10170	15	-101	-171	-304	304	0	0
0	83	-10156	0	30	-156	-609	-609	-609	0
-34	117	-10078	-27	56	-78	0	-609	-304	0
24	58	-10024	31	-4	-24	609	304	0	0
-39	78	-10180	-27	13	-180	304	-304	0	0
39	14	-10122	50	-46	-122	0	0	-609	0
0	102	-10122	9	36	-122	-304	-304	-914	0
-34	78	-10268	-15	7	-268	609	-914	-304	0
-4	24	-10253	12	-40	-254	304	304	-304	0
63	48	-10175	69	-13	-175	0	0	304	0
43	58	-10092	43	-2	-92	609	-914	914	0
-19	4	-10068	-13	-50	-68	0	-609	304	0
29	78	-10034	30	20	-34	0	-914	0	0
39	175	-10126	40	101	-127	0	-609	-304	0
-43	156	-10068	-44	75	-68	304	0	-304	0
34	97	-9990	29	15	9	0	-609	304	0
78	4	-10292	67	-69	-293	-304	304	0	0
78	180	-10048	67	89	-49	0	-609	0	0
39	87	-10151	23	-1	-151	304	-914	0	0
-68	97	-10151	-71	6	-151	0	-914	-609	0
53	117	-10087	49	20	-88	-304	-304	304	0
-24	0	-10131	-21	-87	-132	304	-609	304	0
-4	92	-10068	0	4	-68	-304	0	-304	0
9	43	-10126	9	-37	-127	-304	0	304	0
0	83	-10166	2	0	-166	304	-1524	0	0
14	-39	-10034	11	-105	-34	609	-1219	304	0
-97	34	-10107	-82	-30	-107	-304	-914	0	0
4	43	-10122	22	-21	-122	0	-609	304	0
-87	131	-10229	-64	60	-229	-304	-304	0	0
9	9	-10209	31	-54	-210	914	-304	304	0
53	58	-10253	69	-6	-254	0	-609	-304	0
-19	117	-9946	-3	45	53	304	-1219	609	0
4	53	-10117	19	-16	-117	0	304	609	0
39	97	-10087	46	25	-88	304	304	304	0
-34	87	-10102	-22	13	-102	-304	-304	-304	0
4	48	-10253	17	-24	-254	304	-304	0	0
0	53	-10209	7	-14	-210	304	-609	609	0
29	92	-10092	32	21	-93	-609	-914	304	0
78	34	-10141	76	-34	-141	0	-304	-304	0
0	97	-10190	-3	26	-190	0	-609	304	0
-53	151	-10107	-48	69	-107	-304	-609	609	0
-34	73	-10126	-23	-8	-127	0	-609	-304	0
9	92	-10141	15	11	-141	-304	-914	0	0
34	68	-10224	29	-8	-224	609	-609	0	0
9	107	-10117	1	29	-117	0	-609	0	0
19	24	-10185	7	-46	-185	-304	-304	0	0
-78	136	-10126	-78	58	-127	914	-304	0	0
39	83	-10126	31	5	-127	304	-609	609	0
-48	102	-10195	-50	22	-195	0	-609	-304	0
-73	131	-10068	-73	50	-68	304	-1219	0	0
4	34	-10244	8	-43	-244	304	-914	-609	0
-43	34	-10063	-34	-38	-63	-304	-609	304	0
-58	-4	-10053	-35	-72	-53	-1219	-609	0	0
83	29	-10185	94	-34	-185	0	-609	0	0
4	156	-10107	19	79	-107	-304	-609	0	0
-14	43	-10048	-4	-26	-49	-914	-609	-609	0
-39	234	-10161	-23	143	-161	-914	-609	0	0
-14	122	-10146	0	28	-146	-609	-304	609	0
14	58	-10102	23	-29	-102	-304	-609	304	0
-68	131	-10063	-51	37	-63	0	-609	0	0
73	58	-10126	82	-32	-127	-609	-609	0	0
-39	83	-10214	-29	-5	-215	-304	-609	609	0
19	63	-10151	20	-19	-151	-609	609	609	0
39	112	-10263	37	24	-264	-1219	304	0	0
29	43	-10190	22	-37	-190	-609	-304	0	0
-43	9	-10073	-43	-63	-73	304	-304	-304	0
0	68	-10170	6	-7	-171	0	-914	-304	0
-68	43	-10019	-54	-27	-19	-304	-914	0	0
-58	102	-10043	-40	27	-44	-609	-914	0	0
-87	48	-10239	-61	-23	-239	0	0	-914	0
-24	83	-10146	2	9	-146	0	-1219	304	0
-34	122	-10170	-1	40	-171	-304	-914	-304	0
-34	58	-10224	3	-22	-225	-304	-609	0	0
34	97	-10214	67	12	-215	-304	-609	-609	0
29	136	-10292	56	45	-293	-914	-304	0	0
34	58	-10087	51	-27	-88	-304	609	-304	0
4	117	-10131	20	26	-132	-304	0	304	0
-29	97	-10141	-11	6	-142	0	0	-304	0
39	19	-10112	56	-66	-112	-304	-609	914	0
-87	117	-10117	-63	28	-117	-304	-304	-609	0
4	151	-10117	22	57	-117	-304	0	0	0
4	14	-10107	21	-71	-107	-304	-304	609	1
53	87	-10029	56	4	-29	0	-304	0	1
-58	29	-10161	-53	-45	-161	0	-1219	304	1
73	122	-10131	66	43	-132	0	0	304	1
9	78	-10078	-1	1	-78	-609	-609	-304	1
0	29	-10166	-14	-39	-166	0	0	304	1
-14	112	-10175	-27	39	-176	0	0	609	1
-92	24	-10000	-94	-41	0	0	-914	-304	1
73	19	-10156	59	-38	-156	0	-609	0	1
4	175	-10131	-3	101	-132	-304	-304	-609	1
-34	102	-10126	-36	24	-127	304	-914	609	1
39	53	-10092	34	-22	-93	0	-304	0	1
-73	87	-10141	-62	7	-141	304	-304	-304	1
9	14	-10151	12	-54	-151	304	0	609	1
14	107	-10175	18	32	-176	609	-914	0	1
9	112	-10141	12	33	-141	0	-914	0	1
9	68	-10234	11	-9	-234	304	0	0	1
63	83	-10156	58	3	-156	304	0	-304	1
-68	34	-10239	-60	-41	-239	304	-1219	304	1
-14	151	-10024	-5	67	-24	0	-914	304	1
-73	48	-10170	-58	-30	-171	304	-914	304	1
-34	68	-10131	-15	-10	-132	914	-914	-304	1
4	63	-10122	23	-13	-122	0	-1524	609	1
-24	14	-10029	-3	-55	-29	0	-1524	0	1
9	53	-10209	26	-14	-210	0	-1219	-304	1
-4	92	-10175	10	22	-176	914	-914	-304	1
-14	68	-10156	2	-3	-156	-914	0	304	1
-19	102	-10136	-3	28	-137	304	-914	-304	1
-58	48	-10073	-35	-22	-73	609	-609	0	1
-24	73	-10048	-7	4	-49	-304	-914	-304	1
-29	53	-10229	-9	-13	-229	-304	-304	-304	1
83	68	-10214	89	1	-215	-914	-304	0	1
24	151	-10063	25	75	-63	0	-304	0	1
24	48	-10151	21	-23	-151	304	0	-304	1
4	73	-10131	6	0	-132	304	-609	0	1
-48	112	-10024	-44	34	-24	-304	-609	0	1
73	48	-10190	63	-21	-190	609	-304	0	1
-63	9	-10112	-66	-52	-112	304	-914	609	1
-29	112	-10117	-26	43	-117	-304	-609	0	1
29	53	-10087	32	-15	-88	-304	-304	-304	1
-34	19	-10122	-31	-41	-122	-304	-914	-609	1
9	78	-10131	10	15	-132	0	-914	914	1
4	78	-10019	2	14	-19	304	0	0	1
92	92	-10346	79	26	-346	304	-609	0	1
24	166	-10058	8	89	-58	-609	-914	-609	1
63	53	-10019	42	-20	-19	-304	-609	-304	1
63	58	-10068	34	-12	-68	-304	-304	0	1
0	83	-10126	-23	9	-127	0	-609	304	1
-48	136	-10175	-59	54	-176	609	-609	0	1
4	68	-10185	-2	-13	-185	0	-609	0	1
9	73	-10161	8	-10	-161	0	-304	0	1
-29	78	-10004	-27	-4	-5	609	-609	0	1
0	14	-10151	0	-59	-151	304	-609	304	1
-48	107	-10117	-39	28	-117	0	-304	-1219	1
9	9	-10092	17	-61	-93	609	-304	-304	1
-39	29	-10200	-27	-37	-200	-304	304	0	1
-24	53	-10200	-11	-11	-200	-304	-609	0	1
-19	73	-10166	-8	9	-166	-609	-609	-304	1
-112	83	-10102	-93	18	-102	304	0	-914	1
-34	112	-10185	-20	46	-185	609	-609	-304	1
-43	34	-10068	-17	-31	-68	304	-304	-304	1
-34	166	-10029	-7	87	-29	-609	0	-914	1
48	43	-10156	68	-31	-156	0	0	-304	1
9	4	-10092	25	-61	-93	304	-609	-304	1
-29	78	-10297	-12	10	-298	304	-609	304	1
-97	161	-10087	-69	81	-88	0	-914	-609	1
24	156	-10136	42	70	-137	0	-609	-304	1
-4	-43	-10112	17	-117	-112	609	-914	0	1
19	48	-10029	35	-20	-29	-609	-609	-609	1
-4	68	-10131	9	0	-132	304	-609	-609	1
34	73	-10107	42	4	-107	304	-914	0	1
-48	146	-10131	-33	67	-132	0	-304	0	1
0	48	-10029	18	-29	-29	0	-914	0	1
73	151	-10161	78	66	-161	-304	-609	-304	1
-19	92	-10136	-16	9	-137	0	-609	0	1
-24	58	-10131	-24	-19	-132	0	-304	0	1
-29	53	-10048	-30	-18	-49	0	-1219	304	1
0	53	-10209	1	-17	-210	0	-914	304	1
-4	107	-10073	-3	32	-73	-304	-304	0	1
-39	78	-10073	-37	5	-73	0	0	304	1
4	-14	-10122	8	-78	-122	-304	-609	-609	1
-43	43	-10214	-33	-18	-215	-304	-914	304	0
24	185	-10219	29	109	-220	-304	-914	0	0
