570.05,29.14,70.05
570.05,29.14,70.05
570.05,29.14,70.05
570.05,29.14,70.05
570.05,29.14,70.05
570.05,29.14,70.05
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
606.13,21.86,49.03
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
218.64,76.503,81.957
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
656.64,21.86,-21.01
699.93,21.86,-84.06
129.88501,74.319,-205.947
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
699.93,21.86,-84.06
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
108.23701,63.390003,0.0
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
101.74201,65.574005,-12.609
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
721.58,21.86,-175.12
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
707.15,29.14,-301.21
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
246.78,78.69,-138.699
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
714.37,29.14,-357.25
